00	00	1.310000	-9.300000
01	00	1.310000	-9.300000
02	00	1.310000	-9.300000
03	00	1.310000	-9.300000
04	00	1.310000	-9.300000
05	00	1.310000	-9.300000
06	00	1.310000	-9.300000
07	00	1.310000	-9.300000
08	00	1.310000	-9.300000
09	00	1.310000	-9.300000
10	00	1.310000	-9.300000
11	00	1.310000	-9.300000
12	00	1.310000	-9.300000
13	00	1.310000	-9.300000
14	00	1.310000	-9.300000
15	00	1.310000	-9.300000
16	00	1.310000	-9.300000
17	00	1.310000	-9.300000
18	00	1.310000	-9.300000
19	00	1.310000	-9.300000
00	01	1.470000	-8.290000
01	01	1.480000	-8.280000
02	01	1.480000	-8.280000
03	01	1.480000	-8.280000
04	01	1.480000	-8.280000
05	01	1.480000	-8.280000
06	01	1.480000	-8.280000
07	01	1.480000	-8.280000
08	01	1.480000	-8.280000
09	01	1.480000	-8.280000
10	01	1.480000	-8.280000
11	01	1.460000	-8.280000
12	01	1.380000	-8.220000
13	01	1.310000	-8.160000
14	01	1.320000	-8.170000
15	01	1.350000	-8.190000
16	01	1.340000	-8.190000
17	01	1.320000	-8.190000
18	01	1.300000	-8.190000
19	01	1.300000	-8.190000
