00	00	14.501046	3.842423
01	00	13.965412	3.885859
02	00	13.429568	3.929295
03	00	12.869521	3.970822
04	00	12.303580	4.011871
05	00	11.737429	4.053159
06	00	11.207267	4.157454
07	00	10.681104	4.268908
08	00	10.154942	4.380123
09	00	9.660349	4.468905
10	00	9.169333	4.555061
11	00	8.678108	4.641217
12	00	8.186040	4.728328
13	00	7.691447	4.817825
14	00	7.196854	4.907323
15	00	6.702261	4.996820
16	00	6.229767	5.095387
17	00	5.808837	5.214717
18	00	5.387907	5.334047
19	00	4.966977	5.453376
00	01	14.323624	3.253410
01	01	13.752422	3.262002
02	01	13.183324	3.271310
03	01	12.634641	3.288493
04	01	12.085959	3.305438
05	01	11.539802	3.360330
06	01	10.999538	3.503526
07	01	10.459485	3.646722
08	01	9.920904	3.777985
09	01	9.386112	3.881086
10	01	8.851531	3.984425
11	01	8.316739	4.087526
12	01	7.827618	4.183945
13	01	7.369015	4.275590
14	01	6.910201	4.367474
15	01	6.451597	4.459358
16	01	5.996782	4.548617
17	01	5.543861	4.636683
18	01	5.090941	4.724987
19	01	4.638020	4.813052
